id,uf,nome_uf,mesorregiao_geografica,nome_mesorregião,microrregiao_geografica,nome_microrregiao,municipio,codigo_municipio_completo,nome_municipio,distrito,codigo_de_distrito_completo,nome_distrito
223,13,Amazonas,03,"Centro Amazonense",005,Tefé,04203,1304203,Tefé,05,130420305,Tefé
224,13,Amazonas,02,"Sudoeste Amazonense",003,"Alto Solimões",04237,1304237,Tonantins,05,130423705,Tonantins
225,13,Amazonas,03,"Centro Amazonense",005,Tefé,04260,1304260,Uarini,05,130426005,Uarini
226,13,Amazonas,03,"Centro Amazonense",010,Parintins,04302,1304302,Urucará,05,130430205,Urucará
227,13,Amazonas,03,"Centro Amazonense",009,Itacoatiara,04401,1304401,Urucurituba,05,130440105,Urucurituba
228,13,Amazonas,03,"Centro Amazonense",009,Itacoatiara,04401,1304401,Urucurituba,10,130440110,"Augusto Montenegro"
229,13,Amazonas,03,"Centro Amazonense",009,Itacoatiara,04401,1304401,Urucurituba,15,130440115,Itapeaçú
230,14,Roraima,01,"Norte de Roraima",001,"Boa Vista",00050,1400050,"Alto Alegre",05,140005005,"Alto Alegre"
231,14,Roraima,01,"Norte de Roraima",001,"Boa Vista",00027,1400027,Amajari,05,140002705,Amajari
232,14,Roraima,01,"Norte de Roraima",001,"Boa Vista",00100,1400100,"Boa Vista",05,140010005,"Boa Vista"
233,14,Roraima,01,"Norte de Roraima",002,"Nordeste de Roraima",00159,1400159,Bonfim,05,140015905,Bonfim
234,14,Roraima,01,"Norte de Roraima",002,"Nordeste de Roraima",00175,1400175,Cantá,05,140017505,Cantá
235,14,Roraima,02,"Sul de Roraima",003,Caracaraí,00209,1400209,Caracaraí,05,140020905,Caracaraí
236,14,Roraima,02,"Sul de Roraima",004,"Sudeste de Roraima",00233,1400233,Caroebe,05,140023305,Caroebe
237,14,Roraima,02,"Sul de Roraima",003,Caracaraí,00282,1400282,Iracema,05,140028205,Iracema
238,14,Roraima,02,"Sul de Roraima",003,Caracaraí,00308,1400308,Mucajaí,05,140030805,Mucajaí
239,14,Roraima,01,"Norte de Roraima",002,"Nordeste de Roraima",00407,1400407,Normandia,05,140040705,Normandia
240,14,Roraima,01,"Norte de Roraima",001,"Boa Vista",00456,1400456,Pacaraima,05,140045605,Pacaraima
241,14,Roraima,02,"Sul de Roraima",004,"Sudeste de Roraima",00472,1400472,Rorainópolis,05,140047205,Rorainópolis
242,14,Roraima,02,"Sul de Roraima",004,"Sudeste de Roraima",00506,1400506,"São João da Baliza",05,140050605,"São João da Baliza"
243,14,Roraima,02,"Sul de Roraima",004,"Sudeste de Roraima",00605,1400605,"São Luiz",05,140060505,"São Luiz"
244,14,Roraima,01,"Norte de Roraima",002,"Nordeste de Roraima",00704,1400704,Uiramutã,05,140070405,Uiramutã
245,15,Pará,04,"Nordeste Paraense",011,Cametá,00107,1500107,Abaetetuba,05,150010705,Abaetetuba
246,15,Pará,04,"Nordeste Paraense",011,Cametá,00107,1500107,Abaetetuba,10,150010710,Beja
247,15,Pará,06,"Sudeste Paraense",017,Paragominas,00131,1500131,"Abel Figueiredo",05,150013105,"Abel Figueiredo"
248,15,Pará,04,"Nordeste Paraense",012,Tomé-Açu,00206,1500206,Acará,05,150020605,Acará
249,15,Pará,04,"Nordeste Paraense",012,Tomé-Açu,00206,1500206,Acará,10,150020610,Guajará-Miri
250,15,Pará,04,"Nordeste Paraense",012,Tomé-Açu,00206,1500206,Acará,15,150020615,Jaguarari
251,15,Pará,02,Marajó,005,"Furos de Breves",00305,1500305,Afuá,05,150030505,Afuá
252,15,Pará,06,"Sudeste Paraense",019,Parauapebas,00347,1500347,"Água Azul do Norte",05,150034705,"Água Azul do Norte"
253,15,Pará,01,"Baixo Amazonas",002,Santarém,00404,1500404,Alenquer,05,150040405,Alenquer
254,15,Pará,01,"Baixo Amazonas",003,Almeirim,00503,1500503,Almeirim,05,150050305,Almeirim
255,15,Pará,01,"Baixo Amazonas",003,Almeirim,00503,1500503,Almeirim,10,150050310,Arumanduba
256,15,Pará,01,"Baixo Amazonas",003,Almeirim,00503,1500503,Almeirim,15,150050315,"Monte Dourado"
257,15,Pará,05,"Sudoeste Paraense",015,Altamira,00602,1500602,Altamira,05,150060205,Altamira
258,15,Pará,05,"Sudoeste Paraense",015,Altamira,00602,1500602,Altamira,06,150060206,"Cachoeira da Serra"
259,15,Pará,05,"Sudoeste Paraense",015,Altamira,00602,1500602,Altamira,07,150060207,"Castelo dos Sonhos"
260,15,Pará,02,Marajó,005,"Furos de Breves",00701,1500701,Anajás,05,150070105,Anajás
261,15,Pará,03,"Metropolitana de Belém",007,Belém,00800,1500800,Ananindeua,05,150080005,Ananindeua
262,15,Pará,05,"Sudoeste Paraense",015,Altamira,00859,1500859,Anapu,05,150085905,Anapu
263,15,Pará,04,"Nordeste Paraense",010,Bragantina,00909,1500909,"Augusto Corrêa",05,150090905,"Augusto Corrêa"
264,15,Pará,04,"Nordeste Paraense",010,Bragantina,00909,1500909,"Augusto Corrêa",10,150090910,Aturiaí
265,15,Pará,04,"Nordeste Paraense",010,Bragantina,00909,1500909,"Augusto Corrêa",15,150090915,Emboraí
266,15,Pará,04,"Nordeste Paraense",010,Bragantina,00909,1500909,"Augusto Corrêa",20,150090920,Itapixuna
267,15,Pará,04,"Nordeste Paraense",013,Guamá,00958,1500958,"Aurora do Pará",05,150095805,"Aurora do Pará"
268,15,Pará,05,"Sudoeste Paraense",014,Itaituba,01006,1501006,Aveiro,05,150100605,Aveiro
269,15,Pará,05,"Sudoeste Paraense",014,Itaituba,01006,1501006,Aveiro,10,150100610,"Brasília Legal"
270,15,Pará,05,"Sudoeste Paraense",014,Itaituba,01006,1501006,Aveiro,15,150100615,Pinhel
271,15,Pará,02,Marajó,004,Portel,01105,1501105,Bagre,05,150110505,Bagre
272,15,Pará,02,Marajó,004,Portel,01105,1501105,Bagre,10,150110510,Pedreira
273,15,Pará,04,"Nordeste Paraense",011,Cametá,01204,1501204,Baião,05,150120405,Baião
274,15,Pará,04,"Nordeste Paraense",011,Cametá,01204,1501204,Baião,10,150120410,"Joana Peres"
275,15,Pará,04,"Nordeste Paraense",011,Cametá,01204,1501204,Baião,20,150120420,"São Joaquim do Ituquara"
276,15,Pará,04,"Nordeste Paraense",011,Cametá,01204,1501204,Baião,30,150120430,"Umarizal do Tocantins"
277,15,Pará,06,"Sudeste Paraense",018,"São Félix do Xingu",01253,1501253,Bannach,05,150125305,Bannach
278,15,Pará,03,"Metropolitana de Belém",007,Belém,01303,1501303,Barcarena,05,150130305,Barcarena
279,15,Pará,03,"Metropolitana de Belém",007,Belém,01303,1501303,Barcarena,10,150130310,Murucupi
280,15,Pará,03,"Metropolitana de Belém",007,Belém,01402,1501402,Belém,05,150140205,Belém
281,15,Pará,03,"Metropolitana de Belém",007,Belém,01402,1501402,Belém,45,150140245,Bengui
282,15,Pará,03,"Metropolitana de Belém",007,Belém,01402,1501402,Belém,50,150140250,Entroncamento
283,15,Pará,03,"Metropolitana de Belém",007,Belém,01402,1501402,Belém,55,150140255,Guamá
284,15,Pará,03,"Metropolitana de Belém",007,Belém,01402,1501402,Belém,60,150140260,Icoaraci
285,15,Pará,03,"Metropolitana de Belém",007,Belém,01402,1501402,Belém,65,150140265,Mosqueiro
286,15,Pará,03,"Metropolitana de Belém",007,Belém,01402,1501402,Belém,67,150140267,Outeiro
287,15,Pará,03,"Metropolitana de Belém",007,Belém,01402,1501402,Belém,75,150140275,Sacramenta
288,15,Pará,01,"Baixo Amazonas",002,Santarém,01451,1501451,Belterra,05,150145105,Belterra
289,15,Pará,03,"Metropolitana de Belém",007,Belém,01501,1501501,Benevides,05,150150105,Benevides
290,15,Pará,03,"Metropolitana de Belém",007,Belém,01501,1501501,Benevides,10,150150110,Benfica
291,15,Pará,06,"Sudeste Paraense",017,Paragominas,01576,1501576,"Bom Jesus do Tocantins",05,150157605,"Bom Jesus do Tocantins"
292,15,Pará,04,"Nordeste Paraense",010,Bragantina,01600,1501600,Bonito,05,150160005,Bonito
293,15,Pará,04,"Nordeste Paraense",010,Bragantina,01709,1501709,Bragança,05,150170905,Bragança
294,15,Pará,04,"Nordeste Paraense",010,Bragantina,01709,1501709,Bragança,10,150170910,Almoço
295,15,Pará,04,"Nordeste Paraense",010,Bragantina,01709,1501709,Bragança,15,150170915,Caratateua
296,15,Pará,04,"Nordeste Paraense",010,Bragantina,01709,1501709,Bragança,20,150170920,"Nova Mocajuba"
297,15,Pará,04,"Nordeste Paraense",010,Bragantina,01709,1501709,Bragança,30,150170930,Tijoca
298,15,Pará,04,"Nordeste Paraense",010,Bragantina,01709,1501709,Bragança,40,150170940,Treme
299,15,Pará,05,"Sudoeste Paraense",015,Altamira,01725,1501725,"Brasil Novo",05,150172505,"Brasil Novo"
300,15,Pará,06,"Sudeste Paraense",020,Marabá,01758,1501758,"Brejo Grande do Araguaia",05,150175805,"Brejo Grande do Araguaia"
301,15,Pará,06,"Sudeste Paraense",020,Marabá,01758,1501758,"Brejo Grande do Araguaia",15,150175815,"São Raimundo do Araguaia"
302,15,Pará,06,"Sudeste Paraense",016,Tucuruí,01782,1501782,"Breu Branco",05,150178205,"Breu Branco"
303,15,Pará,02,Marajó,005,"Furos de Breves",01808,1501808,Breves,05,150180805,Breves
304,15,Pará,02,Marajó,005,"Furos de Breves",01808,1501808,Breves,10,150180810,"Antônio Lemos"
305,15,Pará,02,Marajó,005,"Furos de Breves",01808,1501808,Breves,15,150180815,Curumu
306,15,Pará,02,Marajó,005,"Furos de Breves",01808,1501808,Breves,20,150180820,"São Miguel dos Macacos"
307,15,Pará,03,"Metropolitana de Belém",008,Castanhal,01907,1501907,Bujaru,05,150190705,Bujaru
308,15,Pará,03,"Metropolitana de Belém",008,Castanhal,01907,1501907,Bujaru,10,150190710,Guajará-Açu
309,15,Pará,02,Marajó,006,Arari,02004,1502004,"Cachoeira do Arari",05,150200405,"Cachoeira do Arari"
310,15,Pará,04,"Nordeste Paraense",013,Guamá,01956,1501956,"Cachoeira do Piriá",05,150195605,"Cachoeira do Piriá"
311,15,Pará,04,"Nordeste Paraense",011,Cametá,02103,1502103,Cametá,05,150210305,Cametá
312,15,Pará,04,"Nordeste Paraense",011,Cametá,02103,1502103,Cametá,07,150210307,Areião
313,15,Pará,04,"Nordeste Paraense",011,Cametá,02103,1502103,Cametá,10,150210310,Carapajó
314,15,Pará,04,"Nordeste Paraense",011,Cametá,02103,1502103,Cametá,15,150210315,Curuçambaba
315,15,Pará,04,"Nordeste Paraense",011,Cametá,02103,1502103,Cametá,20,150210320,"Janua Coeli"
316,15,Pará,04,"Nordeste Paraense",011,Cametá,02103,1502103,Cametá,25,150210325,Juaba
317,15,Pará,04,"Nordeste Paraense",011,Cametá,02103,1502103,Cametá,30,150210330,Moiraba
318,15,Pará,04,"Nordeste Paraense",011,Cametá,02103,1502103,Cametá,36,150210336,"Torres do Cupijó"
319,15,Pará,04,"Nordeste Paraense",011,Cametá,02103,1502103,Cametá,40,150210340,"Vila do Carmo do Tocantins"
320,15,Pará,06,"Sudeste Paraense",019,Parauapebas,02152,1502152,"Canaã dos Carajás",05,150215205,"Canaã dos Carajás"
321,15,Pará,04,"Nordeste Paraense",010,Bragantina,02202,1502202,Capanema,05,150220205,Capanema
322,15,Pará,04,"Nordeste Paraense",010,Bragantina,02202,1502202,Capanema,10,150220210,Mirasselvas
323,15,Pará,04,"Nordeste Paraense",010,Bragantina,02202,1502202,Capanema,15,150220215,Tauari
324,15,Pará,04,"Nordeste Paraense",013,Guamá,02301,1502301,"Capitão Poço",05,150230105,"Capitão Poço"
325,15,Pará,03,"Metropolitana de Belém",008,Castanhal,02400,1502400,Castanhal,05,150240005,Castanhal
326,15,Pará,03,"Metropolitana de Belém",008,Castanhal,02400,1502400,Castanhal,10,150240010,Apeú
327,15,Pará,02,Marajó,006,Arari,02509,1502509,Chaves,05,150250905,Chaves
328,15,Pará,02,Marajó,006,Arari,02509,1502509,Chaves,10,150250910,"São Sebastião de Viçosa"
329,15,Pará,04,"Nordeste Paraense",009,Salgado,02608,1502608,Colares,05,150260805,Colares
330,15,Pará,06,"Sudeste Paraense",022,"Conceição do Araguaia",02707,1502707,"Conceição do Araguaia",05,150270705,"Conceição do Araguaia"
331,15,Pará,04,"Nordeste Paraense",012,Tomé-Açu,02756,1502756,"Concórdia do Pará",05,150275605,"Concórdia do Pará"
332,15,Pará,06,"Sudeste Paraense",018,"São Félix do Xingu",02764,1502764,"Cumaru do Norte",05,150276405,"Cumaru do Norte"
333,15,Pará,06,"Sudeste Paraense",019,Parauapebas,02772,1502772,Curionópolis,05,150277205,Curionópolis
334,15,Pará,02,Marajó,005,"Furos de Breves",02806,1502806,Curralinho,05,150280605,Curralinho
335,15,Pará,02,Marajó,005,"Furos de Breves",02806,1502806,Curralinho,10,150280610,Piriá
336,15,Pará,01,"Baixo Amazonas",002,Santarém,02855,1502855,Curuá,05,150285505,Curuá
337,15,Pará,04,"Nordeste Paraense",009,Salgado,02905,1502905,Curuçá,05,150290505,Curuçá
338,15,Pará,04,"Nordeste Paraense",009,Salgado,02905,1502905,Curuçá,20,150290520,"Lauro Sodré"
339,15,Pará,04,"Nordeste Paraense",009,Salgado,02905,1502905,Curuçá,25,150290525,Murajá
340,15,Pará,04,"Nordeste Paraense",009,Salgado,02905,1502905,Curuçá,40,150290540,"Ponta de Ramos"
341,15,Pará,06,"Sudeste Paraense",017,Paragominas,02939,1502939,"Dom Eliseu",05,150293905,"Dom Eliseu"
342,15,Pará,06,"Sudeste Paraense",019,Parauapebas,02954,1502954,"Eldorado do Carajás",05,150295405,"Eldorado do Carajás"
343,15,Pará,01,"Baixo Amazonas",001,Óbidos,03002,1503002,Faro,05,150300205,Faro
344,15,Pará,01,"Baixo Amazonas",001,Óbidos,03002,1503002,Faro,08,150300208,"Nova Maracanã"
345,15,Pará,06,"Sudeste Paraense",022,"Conceição do Araguaia",03044,1503044,"Floresta do Araguaia",05,150304405,"Floresta do Araguaia"
346,15,Pará,04,"Nordeste Paraense",013,Guamá,03077,1503077,"Garrafão do Norte",05,150307705,"Garrafão do Norte"
347,15,Pará,06,"Sudeste Paraense",017,Paragominas,03093,1503093,"Goianésia do Pará",05,150309305,"Goianésia do Pará"
348,15,Pará,02,Marajó,004,Portel,03101,1503101,Gurupá,05,150310105,Gurupá
349,15,Pará,02,Marajó,004,Portel,03101,1503101,Gurupá,10,150310110,Carrazedo
350,15,Pará,02,Marajó,004,Portel,03101,1503101,Gurupá,15,150310115,Itatupã
351,15,Pará,04,"Nordeste Paraense",010,Bragantina,03200,1503200,Igarapé-Açu,05,150320005,Igarapé-Açu
352,15,Pará,04,"Nordeste Paraense",010,Bragantina,03200,1503200,Igarapé-Açu,10,150320010,Caripi
353,15,Pará,04,"Nordeste Paraense",011,Cametá,03309,1503309,Igarapé-Miri,05,150330905,Igarapé-Miri
354,15,Pará,04,"Nordeste Paraense",011,Cametá,03309,1503309,Igarapé-Miri,10,150330910,Maiauatá
355,15,Pará,03,"Metropolitana de Belém",008,Castanhal,03408,1503408,Inhangapi,05,150340805,Inhangapi
356,15,Pará,04,"Nordeste Paraense",013,Guamá,03457,1503457,"Ipixuna do Pará",05,150345705,"Ipixuna do Pará"
357,15,Pará,04,"Nordeste Paraense",013,Guamá,03507,1503507,Irituia,05,150350705,Irituia
358,15,Pará,05,"Sudoeste Paraense",014,Itaituba,03606,1503606,Itaituba,05,150360605,Itaituba
359,15,Pará,06,"Sudeste Paraense",016,Tucuruí,03705,1503705,Itupiranga,05,150370505,Itupiranga
360,15,Pará,05,"Sudoeste Paraense",014,Itaituba,03754,1503754,Jacareacanga,05,150375405,Jacareacanga
361,15,Pará,05,"Sudoeste Paraense",014,Itaituba,03754,1503754,Jacareacanga,20,150375420,"Porto Rico"
362,15,Pará,06,"Sudeste Paraense",016,Tucuruí,03804,1503804,Jacundá,05,150380405,Jacundá
363,15,Pará,01,"Baixo Amazonas",001,Óbidos,03903,1503903,Juruti,05,150390305,Juruti
364,15,Pará,04,"Nordeste Paraense",011,Cametá,04000,1504000,"Limoeiro do Ajuru",05,150400005,"Limoeiro do Ajuru"
365,15,Pará,04,"Nordeste Paraense",013,Guamá,04059,1504059,"Mãe do Rio",05,150405905,"Mãe do Rio"
366,15,Pará,04,"Nordeste Paraense",009,Salgado,04109,1504109,"Magalhães Barata",05,150410905,"Magalhães Barata"
367,15,Pará,04,"Nordeste Paraense",009,Salgado,04109,1504109,"Magalhães Barata",10,150410910,Cafezal
368,15,Pará,06,"Sudeste Paraense",020,Marabá,04208,1504208,Marabá,05,150420805,Marabá
369,15,Pará,04,"Nordeste Paraense",009,Salgado,04307,1504307,Maracanã,05,150430705,Maracanã
370,15,Pará,04,"Nordeste Paraense",009,Salgado,04307,1504307,Maracanã,15,150430715,"Boa Esperança"
371,15,Pará,04,"Nordeste Paraense",009,Salgado,04307,1504307,Maracanã,40,150430740,"São Roberto"
372,15,Pará,04,"Nordeste Paraense",009,Salgado,04406,1504406,Marapanim,05,150440605,Marapanim
373,15,Pará,04,"Nordeste Paraense",009,Salgado,04406,1504406,Marapanim,10,150440610,Marudá
374,15,Pará,04,"Nordeste Paraense",009,Salgado,04406,1504406,Marapanim,15,150440615,Matapiquara
375,15,Pará,04,"Nordeste Paraense",009,Salgado,04406,1504406,Marapanim,20,150440620,"Monte Alegre do Maú"
376,15,Pará,04,"Nordeste Paraense",009,Salgado,04406,1504406,Marapanim,22,150440622,"Praia de Marudá"
377,15,Pará,03,"Metropolitana de Belém",007,Belém,04422,1504422,Marituba,05,150442205,Marituba
378,15,Pará,05,"Sudoeste Paraense",015,Altamira,04455,1504455,Medicilândia,05,150445505,Medicilândia
379,15,Pará,05,"Sudoeste Paraense",015,Altamira,04455,1504455,Medicilândia,35,150445535,"União da Floresta"
380,15,Pará,02,Marajó,004,Portel,04505,1504505,Melgaço,05,150450505,Melgaço
381,15,Pará,02,Marajó,004,Portel,04505,1504505,Melgaço,10,150450510,Areias
382,15,Pará,04,"Nordeste Paraense",011,Cametá,04604,1504604,Mocajuba,05,150460405,Mocajuba
383,15,Pará,04,"Nordeste Paraense",011,Cametá,04604,1504604,Mocajuba,15,150460415,"São Pedro de Viseu"
384,15,Pará,04,"Nordeste Paraense",012,Tomé-Açu,04703,1504703,Moju,05,150470305,Moju
385,15,Pará,04,"Nordeste Paraense",012,Tomé-Açu,04703,1504703,Moju,10,150470310,Cairari
386,15,Pará,01,"Baixo Amazonas",002,Santarém,04752,1504752,"Mojuí dos Campos",05,150475205,"Mojuí dos Campos"
387,15,Pará,01,"Baixo Amazonas",002,Santarém,04802,1504802,"Monte Alegre",05,150480205,"Monte Alegre"
388,15,Pará,02,Marajó,006,Arari,04901,1504901,Muaná,05,150490105,Muaná
389,15,Pará,02,Marajó,006,Arari,04901,1504901,Muaná,10,150490110,"São Francisco da Jararaca"
390,15,Pará,02,Marajó,006,Arari,04901,1504901,Muaná,15,150490115,"São Miguel do Pracuúba"
391,15,Pará,04,"Nordeste Paraense",013,Guamá,04950,1504950,"Nova Esperança do Piriá",05,150495005,"Nova Esperança do Piriá"
392,15,Pará,06,"Sudeste Paraense",016,Tucuruí,04976,1504976,"Nova Ipixuna",05,150497605,"Nova Ipixuna"
393,15,Pará,04,"Nordeste Paraense",010,Bragantina,05007,1505007,"Nova Timboteua",05,150500705,"Nova Timboteua"
394,15,Pará,04,"Nordeste Paraense",010,Bragantina,05007,1505007,"Nova Timboteua",10,150500710,Timboteua
395,15,Pará,05,"Sudoeste Paraense",014,Itaituba,05031,1505031,"Novo Progresso",05,150503105,"Novo Progresso"
396,15,Pará,06,"Sudeste Paraense",016,Tucuruí,05064,1505064,"Novo Repartimento",05,150506405,"Novo Repartimento"
397,15,Pará,06,"Sudeste Paraense",016,Tucuruí,05064,1505064,"Novo Repartimento",10,150506410,"Belo Monte do Pará"
398,15,Pará,06,"Sudeste Paraense",016,Tucuruí,05064,1505064,"Novo Repartimento",20,150506420,Maracajá
399,15,Pará,06,"Sudeste Paraense",016,Tucuruí,05064,1505064,"Novo Repartimento",40,150506440,"Vitória da Conquista"
400,15,Pará,01,"Baixo Amazonas",001,Óbidos,05106,1505106,Óbidos,05,150510605,Óbidos
401,15,Pará,04,"Nordeste Paraense",011,Cametá,05205,1505205,"Oeiras do Pará",05,150520505,"Oeiras do Pará"
402,15,Pará,01,"Baixo Amazonas",001,Óbidos,05304,1505304,Oriximiná,05,150530405,Oriximiná
403,15,Pará,04,"Nordeste Paraense",013,Guamá,05403,1505403,Ourém,05,150540305,Ourém
404,15,Pará,06,"Sudeste Paraense",018,"São Félix do Xingu",05437,1505437,"Ourilândia do Norte",05,150543705,"Ourilândia do Norte"
405,15,Pará,05,"Sudoeste Paraense",015,Altamira,05486,1505486,Pacajá,05,150548605,Pacajá
406,15,Pará,06,"Sudeste Paraense",020,Marabá,05494,1505494,"Palestina do Pará",05,150549405,"Palestina do Pará"
407,15,Pará,06,"Sudeste Paraense",017,Paragominas,05502,1505502,Paragominas,05,150550205,Paragominas
408,15,Pará,06,"Sudeste Paraense",019,Parauapebas,05536,1505536,Parauapebas,05,150553605,Parauapebas
409,15,Pará,06,"Sudeste Paraense",021,Redenção,05551,1505551,"Pau D'Arco",05,150555105,"Pau D'Arco"
410,15,Pará,04,"Nordeste Paraense",010,Bragantina,05601,1505601,Peixe-Boi,05,150560105,Peixe-Boi
411,15,Pará,04,"Nordeste Paraense",010,Bragantina,05601,1505601,Peixe-Boi,10,150560110,Tauarizinho
412,15,Pará,06,"Sudeste Paraense",021,Redenção,05635,1505635,Piçarra,05,150563505,Piçarra
413,15,Pará,01,"Baixo Amazonas",002,Santarém,05650,1505650,Placas,05,150565005,Placas
414,15,Pará,02,Marajó,006,Arari,05700,1505700,"Ponta de Pedras",05,150570005,"Ponta de Pedras"
415,15,Pará,02,Marajó,004,Portel,05809,1505809,Portel,05,150580905,Portel
416,15,Pará,01,"Baixo Amazonas",003,Almeirim,05908,1505908,"Porto de Moz",05,150590805,"Porto de Moz"
417,15,Pará,01,"Baixo Amazonas",003,Almeirim,05908,1505908,"Porto de Moz",10,150590810,Veiros
418,15,Pará,01,"Baixo Amazonas",003,Almeirim,05908,1505908,"Porto de Moz",15,150590815,"Vilarinho do Monte"
419,15,Pará,01,"Baixo Amazonas",002,Santarém,06005,1506005,Prainha,05,150600505,Prainha
420,15,Pará,01,"Baixo Amazonas",002,Santarém,06005,1506005,Prainha,10,150600510,Pacoval
421,15,Pará,04,"Nordeste Paraense",010,Bragantina,06104,1506104,Primavera,05,150610405,Primavera
422,15,Pará,04,"Nordeste Paraense",010,Bragantina,06112,1506112,Quatipuru,05,150611205,Quatipuru
423,15,Pará,04,"Nordeste Paraense",010,Bragantina,06112,1506112,Quatipuru,10,150611210,"Boa Vista"
424,15,Pará,06,"Sudeste Paraense",021,Redenção,06138,1506138,Redenção,05,150613805,Redenção
425,15,Pará,06,"Sudeste Paraense",021,Redenção,06161,1506161,"Rio Maria",05,150616105,"Rio Maria"
426,15,Pará,06,"Sudeste Paraense",017,Paragominas,06187,1506187,"Rondon do Pará",05,150618705,"Rondon do Pará"
427,15,Pará,05,"Sudoeste Paraense",014,Itaituba,06195,1506195,Rurópolis,05,150619505,Rurópolis
428,15,Pará,05,"Sudoeste Paraense",014,Itaituba,06195,1506195,Rurópolis,15,150619515,Divinópolis
